playerid,BBrefMinorsID,managerID,hofID,birthYear,birthMonth,birthDay,birthCountry,birthState,birthCity,deathYear,deathMonth,deathDay,deathCountry,deathState,deathCity,firstname,lastname,nameNote,nameGiven,nameNick,weight,Height,bats,throws,debutYear,finalGame,college,lahmanID,MlbID,SeamheadsRetroID,holtzID,BBrefMLBid,Ethnicity,Arm Slot,,,,,,,,,,
10888,50888,,,2012,1,1,South Korea,,Seoul,,,,,,,Yong-ho,Lee,,Yong-Ho Lee,,181,71,R,R,2012,2017,,10888,,,,10888,Asian,4,,,,,,,,,,
10907,50907,,,1973,6,30,South Korea,,Gongju,,,,,,,Chan-ho,Park,,Chan-Ho Park,,185,72,R,R,2012,2012,Hanyang University,10907,,,,10907,Asian,4,,,,,,,,,,
10908,50908,,,1982,1,6,South Korea,,,,,,,,,Brian,Bass,,Brian Bass,,189,74,R,R,2012,2012,,10908,,,,10908,Asian,4,,,,,,,,,,
10922,50922,,,1992,2,23,South Korea,,Changwon,,,,,,,Sung-jin,Lee,,Sung-Jin Lee,,180,70,R,R,2010,2017,,10922,,,,10922,Asian,4,,,,,,,,,,
10926,50926,,,1979,11,24,South Korea,,,,,,,,,Horacio,Ramirez,,Horacio Ramirez,,185,72,L,L,2012,2020,,10926,,,,10926,Asian,4,,,,,,,,,,
10928,50928,,,1990,6,4,South Korea,,Seoul,,,,,,,In-hwan,Jeon,,In-Hwan Jeon,,183,72,R,R,2009,2019,,10928,,,,10928,Asian,4,,,,,,,,,,
10937,50937,,,1979,11,9,South Korea,,,,,,,,,David,Bush,,David Bush,,188,74,R,R,2012,2012,,10937,,,,10937,Asian,4,,,,,,,,,,
11069,51069,,,1989,8,6,South Korea,,Bucheon,,,,,,,Dong-wook,Son,,Dong-Wook Son,,184,72,L,L,2013,2019,Dankook University,11069,,,,11069,Asian,4,,,,,,,,,,
11080,51080,,,1983,10,13,United States,,,,,,,,,Chris,Seddon,,Chris Seddon,,193,75,L,L,2013,2016,,11080,,,,11080,Asian,4,,,,,,,,,,
11081,51081,,,1984,11,20,South Korea,,,,,,,,,Jo-jo,Reyes,,Jo-Jo Reyes,,189,74,L,L,2013,2014,,11081,,,,11081,Asian,4,,,,,,,,,,
11104,51104,,,1987,12,13,South Korea,,,,,,,,,Aneury,Rodriguez,,Aneury Rodriguez,,193,75,R,R,2013,2013,,11104,,,,11104,Asian,4,,,,,,,,,,
11116,51116,,,1994,9,20,South Korea,,Seoul,,,,,,,Chung-ho,Lee,,Chung-Ho Lee,,182,71,L,L,2013,2024,,11116,,,,11116,Asian,4,,,,,,,,,,
11125,51125,,,1993,7,7,South Korea,,Incheon,,,,,,,Tae-hyeong,Kim,,Tae-Hyeong Kim,,185,72,R,R,2012,2020,,11125,,,,11125,Asian,4,,,,,,,,,,
11155,51155,,,1990,10,8,South Korea,,Cheonan,,,,,,,Kang-min,Yoon,,Kang-Min Yoon,,183,72,R,R,2013,2020,Inha University,11155,,,,11155,Asian,1,,,,,,,,,,
11157,51157,,,1985,10,25,United States,,,,,,,,,Charley,Shirek,,Charles J. Shirek,,190,74,R,R,2013,2015,,11157,,,,11157,Asian,4,,,,,,,,,,
11177,51177,,,1983,10,18,South Korea,,,,,,,,,Garrett,Olson,,Garrett Olson,,185,72,L,L,2013,2013,,11177,,,,11177,Asian,4,,,,,,,,,,
11181,51181,,,1983,7,1,South Korea,,,,,,,,,Derek james,Hankins,,Derek James Hankins,,195,76,R,R,2013,2013,,11181,,,,11181,Asian,4,,,,,,,,,,
11183,51183,,,1983,10,28,Dominican Republic,,,,,,,,,Esmailin,Caridad,,Esmailin Caridad,,178,70,R,R,2013,2013,,11183,,,,11183,Asian,4,,,,,,,,,,
11184,51184,,,1985,11,15,South Korea,,,,,,,,,Duane arthur,Below,,Duane Arthur Below,,190,74,L,L,2013,2013,,11184,,,,11184,Asian,4,,,,,,,,,,
11185,51185,,,1989,7,25,South Korea,,,,,,,,,Chang-jun,Yoo,,Chang-Jun Yoo,,184,72,R,R,2013,2017,,11185,,,,11185,Asian,4,,,,,,,,,,
11195,51195,,,1983,1,2,South Korea,,,,,,,,,John dale,Martin,,John Dale Martin,,193,75,R,R,2014,2014,,11195,,,,11195,Asian,4,,,,,,,,,,
11196,51196,,,1995,9,11,South Korea,,Daegu,,,,,,,Su-min,Lee,,Su-Min Lee,,180,70,L,L,2014,2022,,11196,,,,11196,Asian,4,,,,,,,,,,
11197,51197,,,1995,11,30,South Korea,,Seoul,,,,,,,Gyu-hyeon,Ahn,,Gyu-Hyeon Ahn,,184,72,R,R,2014,2018,,11197,,,,11197,Asian,1,,,,,,,,,,
11202,51202,,,1986,9,23,South Korea,,,,,,,,,Christopher kenneth,Volstad,,Christopher Kenneth Volstad,,207,81,R,R,2014,2014,,11202,,,,11202,Asian,4,,,,,,,,,,
11203,51203,,,1995,2,26,South Korea,,Seoul,,,,,,,Joo-seong,Han,,Joo-Seong Han,,184,72,R,R,2014,2019,,11203,,,,11203,Asian,4,,,,,,,,,,
11205,51205,,,1995,3,20,South Korea,,Seoul,,,,,,,Yong-hun,Jeon,,Yong-Hun Jeon,,182,71,R,R,2014,2017,,11205,,,,11205,Asian,4,,,,,,,,,,
11211,51211,,,1995,9,6,South Korea,,Jeju,,,,,,,Ji-seop,Lim,,Ji-Seop Lim,,189,74,L,L,2014,2022,,11211,,,,11211,Asian,4,,,,,,,,,,
11217,51217,,,1986,5,25,South Korea,,,,,,,,,Cory s.,Riordan,,Cory S. Riordan,,193,75,R,R,2014,2016,,11217,,,,11217,Asian,4,,,,,,,,,,
11219,51219,,,1990,11,30,South Korea,,Seoul,,,,,,,Ja-hyeong,Koo,,Ja-Hyeong Koo,,188,74,R,R,2014,2015,Dong-eui University,11219,,,,11219,Asian,4,,,,,,,,,,
11220,51220,,,1992,3,22,South Korea,,Gwangju,,,,,,,Jeong-jun,Park,,Jeong-Jun Park,,184,72,R,R,2011,2022,,11220,,,,11220,Asian,1,,,,,,,,,,
11230,51230,,,1992,1,7,South Korea,,Gwangju,,,,,,,Dong-wook,Moon,,Dong-Wook Moon,,187,73,L,R,2014,2021,Konkuk University,11230,,,,11230,Asian,4,,,,,,,,,,
11231,51231,,,1991,9,4,South Korea,,Cheongju,,,,,,,Kyu-beom,Sim,,Kyu-Beom Sim,,180,70,L,L,2014,2019,Kyung Hee University,11231,,,,11231,Asian,4,,,,,,,,,,
11249,51249,,,1984,9,28,South Korea,,,,,,,,,Thad g.,Weber,,Thad G. Weber,,189,74,R,R,2014,2015,,11249,,,,11249,Asian,4,,,,,,,,,,
11263,51263,,,1995,3,3,South Korea,,Gwangju,,,,,,,Myeoung-jin,Cha,,Myeoung-Jin Cha,,188,74,R,R,2000,2021,,11263,,,,11263,Asian,4,,,,,,,,,,
11265,51265,,,1979,8,12,South Korea,,,,,,,,,Dennis sean d. j. houlton,Jr.,,Dennis Sean D. J. Houlton Jr.,,193,75,R,R,2014,2015,,11265,,,,11265,Asian,4,,,,,,,,,,
11271,51271,,,1992,1,11,South Korea,,Cheongju,,,,,,,Kyun,Seo,,Kyun Seo,,185,72,S,R,2014,2021,Wonkwang University,11271,,,,11271,Asian,1,,,,,,,,,,
11272,51272,,,1985,10,6,Canada,,,,,,,,,Andrew,Albers,,Andrew ALBERS,,185,72,L,L,2014,2016,,11272,,,,11272,Asian,4,,,,,,,,,,
11274,51274,,,1991,4,21,South Korea,,Seongnam,,,,,,,Gwang-un,Jeong,,Gwang-Un Jeong,,184,72,S,R,2015,2019,Hongik University,11274,,,,11274,Asian,1,,,,,,,,,,
11277,51277,,,1988,2,15,South Korea,,,,,,,,,Caleb russell,Clay,,Caleb Russell Clay,,188,74,R,R,2014,2015,,11277,,,,11277,Asian,4,,,,,,,,,,
11278,51278,,,1995,12,26,South Korea,,Cheongju,,,,,,,Yeong-guk,Hwang,,Yeong-Guk Hwang,,185,72,L,L,2014,2022,,11278,,,,11278,Asian,4,,,,,,,,,,
11282,51282,,,1984,5,15,South Korea,,,,,,,,,Everett james,Teaford,,Everett James Teaford,,183,72,L,L,2014,2014,,11282,,,,11282,Asian,4,,,,,,,,,,
11288,51288,,,1986,2,14,United States,,,,,,,,,Travis,Banwart,,Travis Banwart,,191,75,R,R,2014,2016,,11288,,,,11288,Asian,4,,,,,,,,,,
11292,51292,,,1984,1,18,South Korea,,,,,,,,,Justin joseph,Thomas,,Justin Joseph Thomas,,190,74,L,L,2014,2014,,11292,,,,11292,Asian,4,,,,,,,,,,
11293,51293,,,1981,8,28,Cuba,,,,,,,,,Yunieski,Maya,,Yunieski Maya,,183,72,R,R,2014,2015,,11293,,,,11293,Asian,4,,,,,,,,,,
11297,51297,,,1992,10,24,South Korea,,Seoul,,,,,,,Myeong-chan,Kim,,Myeong-Chan Kim,,187,73,L,L,2015,2021,Yonsei University,11297,,,,11297,Asian,4,,,,,,,,,,
11302,51302,,,1992,7,21,South Korea,,Boseong,,,,,,,Jong-seok,Lee,,Jong-Seok Lee,,185,72,R,R,2015,2020,Sehan University,11302,,,,11302,Asian,4,,,,,,,,,,
11314,51314,,,1994,6,18,South Korea,,Seoul,,,,,,,Yun-hak,Lee,,Yun-Hak Lee,,188,74,R,R,2013,2018,Digital Literature and Arts University,11314,,,,11314,Asian,4,,,,,,,,,,
11326,51326,,,1987,2,25,South Korea,,,,,,,,,Phil,Irwin,,Phil Irwin,,191,75,R,R,2015,2015,,11326,,,,11326,Asian,4,,,,,,,,,,
11345,51345,,,1985,6,3,South Korea,,,,,,,,,Lucas,Harrell,,Lucas Harrell,,189,74,S,R,2014,2016,,11345,,,,11345,Asian,4,,,,,,,,,,
11361,51361,,,1992,10,3,South Korea,,Seoul,,,,,,,Ho-joong,Lee,,Ho-Joong Lee,,183,72,R,R,2015,2021,Kyung Hee University,11361,,,,11361,Asian,4,,,,,,,,,,
11374,51374,,,1996,12,13,South Korea,,Suwon,,,,,,,Hae-soo,Kim,,Hae-Soo Kim,,187,73,R,R,2015,2018,,11374,,,,11374,Asian,4,,,,,,,,,,
11375,51375,,,1996,6,19,South Korea,,Seoul,,,,,,,Ju-hyun,Park,,Ju-Hyun Park,,184,72,R,R,2015,2023,,11375,,,,11375,Asian,4,,,,,,,,,,
11378,51378,,,1995,6,21,South Korea,,Daegu,,,,,,,Yong-jun,Jung,,Yong-Jun Jung,,181,71,R,R,2015,2017,,11378,,,,11378,Asian,4,,,,,,,,,,
11381,51381,,,1996,4,7,South Korea,,Seoul,,,,,,,Kyeong-ho,Nam,,Kyeong-Ho Nam,,185,72,R,R,2015,2018,,11381,,,,11381,Asian,4,,,,,,,,,,
11383,51383,,,1992,11,14,South Korea,,Seoul,,,,,,,Seong-min,Park,,Seong-Min Park,,172,67,L,L,2015,2016,Yonsei University,11383,,,,11383,Asian,4,,,,,,,,,,
11399,51399,,,1996,8,20,South Korea,,Bucheon,,,,,,,Jae-yong,Cha,,Jae-Yong Cha,,184,72,L,L,2015,2021,,11399,,,,11399,Asian,4,,,,,,,,,,
11408,51408,,,1987,5,16,South Korea,,,,,,,,,Tyler,Cloyd,,Tyler Cloyd,,191,75,R,R,2015,2016,,11408,,,,11408,Asian,4,,,,,,,,,,
11409,51409,,,1984,7,7,Dominican Republic,,,,,,,,,Alfredo,Figaro,,Alfredo Figaro,,183,72,R,R,2015,2016,,11409,,,,11409,Asian,4,,,,,,,,,,
11440,51440,,,1971,10,12,South Korea,,Gunsan,,,,,,,Jong-cheol,Park,,Jong-Cheol Park,,,,R,R,1991,1996,,11440,,,,11440,Asian,4,,,,,,,,,,
11496,51496,,,1985,9,10,South Korea,,,,,,,,,Anthony,Swarzak,,Anthony Swarzak,,193,75,R,R,2015,2015,,11496,,,,11496,Asian,4,,,,,,,,,,
11497,51497,,,1986,9,28,United States,,,,,,,,,Zachary,Stewart,,Zachary Robert Stewart,,188,74,R,R,2015,2016,,11497,,,,11497,Asian,4,,,,,,,,,,
12295,52295,,,1989,5,24,United States,,,,,,,,,Aaron,Wilkerson,,Aaron Wilkerson,,188,74,R,R,2015,2024,,12295,,,,12295,Asian,4,,,,,,,,,,
12504,52504,,,1990,2,10,South Korea,,,,,,,,,Carl allen,Webster,,Carl Allen Webster,,188,74,R,R,2016,2016,,12504,,,,12504,Asian,4,,,,,,,,,,
12505,52505,,,1986,6,6,South Korea,,,,,,,,,Collin thomas,Balester,,Collin Thomas Balester,,196,77,R,R,2016,2016,,12505,,,,12505,Asian,4,,,,,,,,,,
12508,52508,,,1983,12,26,Venezuela,,,,,,,,,Yohan,Pino,,Yohan Pino,,188,74,R,R,2016,2016,,12508,,,,12508,Asian,4,,,,,,,,,,
12518,52518,,,1984,11,23,South Korea,,,,,,,,,Robert,Coello,,Robert Coello,,195,76,R,R,2016,2016,,12518,,,,12518,Asian,4,,,,,,,,,,
12535,52535,,,1996,9,13,South Korea,,Cheongju,,,,,,,Ha-joon,Nam,,Ha-Joon Nam,,182,71,L,R,2016,2023,,12535,,,,12535,Asian,4,,,,,,,,,,
12536,52536,,,1997,3,20,South Korea,,Seoul,,,,,,,Dong-hyun,Jeong,,Dong-Hyun Jeong,,185,72,L,L,2016,2017,,12536,,,,12536,Asian,4,,,,,,,,,,
12538,52538,,,1993,7,12,South Korea,,Seoul,,,,,,,Deok-won,Seo,,Deok-Won Seo,,183,72,R,R,2016,2022,Konkuk University,12538,,,,12538,Asian,4,,,,,,,,,,
12547,52547,,,1993,7,22,South Korea,,Seoul,,,,,,,Jae-young,Kim,,Jae-Young Kim,,187,73,R,R,2016,2023,Hongik University,12547,,,,12547,Asian,1,,,,,,,,,,
12550,52550,,,1992,2,13,South Korea,,,,,,,,,Kevin Heon-ju,Lee,,Kevin Heon-Ju Lee,,184,72,R,R,2016,2019,,12550,,,,12550,Asian,4,,,,,,,,,,
12569,52569,,,1997,7,12,South Korea,,Busan,,,,,,,Seon-woo,Park,,Seon-Woo Park,,188,74,R,R,2016,2023,,12569,,,,12569,Asian,4,,,,,,,,,,
12571,52571,,,1997,10,22,South Korea,,Seongnam,,,,,,,Dong-yun,Jung,,Dong-Yun Jung,,193,75,L,R,2016,2024,,12571,,,,12571,Asian,4,,,,,,,,,,
12573,52573,,,1997,5,19,South Korea,,Pohang,,,,,,,Seung-ji,Han,,Seung-Ji Han,,184,72,R,R,2016,2021,,12573,,,,12573,Asian,4,,,,,,,,,,
12574,52574,,,1997,9,5,South Korea,,Suwon,,,,,,,Eui-tae,Seo,,Eui-Tae Seo,,194,76,L,L,2016,2024,,12574,,,,12574,Asian,4,,,,,,,,,,
12577,52577,,,1997,7,29,South Korea,,Seoul,,,,,,,Tae-oh,Kim,,Tae-Oh Kim,,183,72,L,L,2016,2024,,12577,,,,12577,Asian,4,,,,,,,,,,
12579,52579,,,1993,1,26,South Korea,,Seoul,,,,,,,Do-young,Kim,,Do-Young Kim,,190,74,R,R,2016,2018,Dong-A University,12579,,,,12579,Asian,4,,,,,,,,,,
12594,52594,,,1993,12,23,South Korea,,Ansan,,,,,,,Sung-jae,Kim,,Sung-Jae Kim,,182,71,L,L,2016,2017,Wonkwang University,12594,,,,12594,Asian,4,,,,,,,,,,
12614,52614,,,1997,3,10,South Korea,,Incheon,,,,,,,Chan-ho,Kim,,Chan-Ho Kim,,179,70,R,R,2016,2021,,12614,,,,12614,Asian,4,,,,,,,,,,
12624,52624,,,1993,4,19,South Korea,,Seoul,,,,,,,Seo-jun,Lim,,Seo-Jun Lim,,178,70,R,R,2016,2019,Inha University,12624,,,,12624,Asian,4,,,,,,,,,,
12631,52631,,,1997,12,18,South Korea,,Bucheon,,,,,,,Jae-hoon,Yu,,Jae-Hoon Yu,,178,70,L,R,2016,2017,,12631,,,,12631,Asian,4,,,,,,,,,,
12644,52644,,,1990,12,14,South Korea,,Seoul,,,,,,,Seong-mu,Ahn,,Seong-Mu Ahn,,180,70,R,R,2015,2018,Korea University,12644,,,,12644,Asian,4,,,,,,,,,,
12645,52645,,,1995,3,18,South Korea,,Seoul,,,,,,,Jun-beom,Koo,,Jun-Beom Koo,,175,68,L,L,2014,2022,,12645,,,,12645,Asian,4,,,,,,,,,,
12647,52647,,,1988,5,3,South Korea,,Gwangju,,,,,,,Sun-kwan,Chae,,Sun-Kwan Chae,,179,70,R,R,2014,2017,Hanyang University,12647,,,,12647,Asian,4,,,,,,,,,,
12648,52648,,,1985,7,1,Italy,,,,,,,,,Alessandro,Maestri,,Alessandro Maestri,,183,72,R,R,2016,2020,,12648,,,,12648,Asian,4,,,,,,,,,,
12651,52651,,,1996,5,10,South Korea,,Cheongju,,,,,,,Se-woong,Park,,Se-Woong Park,,180,70,L,L,2016,2023,,12651,,,,12651,Asian,4,,,,,,,,,,
12658,52658,,,1987,12,15,South Korea,,,,,,,,,Scott reast,Copeland,,Scott Reast Copeland,,192,75,R,R,2016,2016,,12658,,,,12658,Asian,4,,,,,,,,,,
12665,52665,,,1991,1,7,South Korea,,Seoul,,,,,,,Young-hyun,Hong,,Young-Hyun Hong,,189,74,R,R,2016,2017,Dongguk University,12665,,,,12665,Asian,4,,,,,,,,,,
12666,52666,,,1988,9,6,Mexico,,,,,,,,,Arnold,Leon,,Arnold Leon,,183,72,R,R,2016,2016,,12666,,,,12666,Asian,4,,,,,,,,,,
12668,52668,,,1989,2,19,Dominican Republic,,,,,,,,,Fabio,Castillo,,Fabio Castillo,,189,74,R,R,2016,2016,,12668,,,,12668,Asian,4,,,,,,,,,,
12670,52670,,,1986,12,19,South Korea,,,,,,,,,Scott,McGregor,,Scott McGregor,,193,75,R,R,2016,2016,,12670,,,,12670,Asian,4,,,,,,,,,,
12680,52680,,,1987,7,16,South Korea,,,,,,,,,Eric m.,Surkamp,,Eric M. Surkamp,,198,77,L,L,2016,2016,,12680,,,,12680,Asian,4,,,,,,,,,,
12682,52682,,,1984,8,22,United States,,,,,,,,,David,Huff,,David Gregory Huff,,183,72,L,L,2016,2017,,12682,,,,12682,Asian,4,,,,,,,,,,
12695,52695,,,1986,1,27,Dominican Republic,,,,,,,,,Yohan,Flande,,Yohan Flande,,189,74,L,L,2016,2016,,12695,,,,12695,Asian,4,,,,,,,,,,
12703,52703,,,1995,11,20,South Korea,,Incheon,,,,,,,Yoon-hwan,Kim,,Yoon-Hwan Kim,,181,71,R,R,2014,2017,,12703,,,,12703,Asian,4,,,,,,,,,,
12783,52783,,,1992,4,25,Taiwan,,,,,,,,,Wei-chung,Wang,,Wei-Chung Wang,,188,74,L,L,2017,2018,,12783,,,,12783,Asian,4,,,,,,,,,,
12856,52856,,,1998,12,10,South Korea,,Incheon,,,,,,,Yoon-sung,Oh,,Yoon-Sung Oh,,183,72,R,R,2017,2023,,12856,,,,12856,Asian,4,,,,,,,,,,
12863,52863,,,1998,9,17,South Korea,,Seoul,,,,,,,Tae-hyeong,Kim,,Tae-Hyeong Kim,,190,74,L,L,2017,2023,,12863,,,,12863,Asian,4,,,,,,,,,,
12866,52866,,,1998,4,7,South Korea,,Guri,,,,,,,Yi-jun,Kang,,Yi-Jun Kang,,190,74,R,R,2017,2024,,12866,,,,12866,Asian,4,,,,,,,,,,
12867,52867,,,1997,6,18,South Korea,,Seoul,,,,,,,Hoo-seob,Song,,Hoo-Seob Song,,190,74,R,R,2017,2023,,12867,,,,12867,Asian,4,,,,,,,,,,
12900,52900,,,1999,2,9,South Korea,,Seoul,,,,,,,Rhee-hyun,So,,Rhee-Hyun So,,185,72,R,R,2017,2024,,12900,,,,12900,Asian,4,,,,,,,,,,
12908,52908,,,1998,12,2,South Korea,,Changwon,,,,,,,Ju-young,Son,,Ju-Young Son,,191,75,L,L,2017,2024,,12908,,,,12908,Asian,4,,,,,,,,,,
12919,52919,,,1987,8,4,South Korea,,Seoul,,,,,,,Nam,Yun-Sung,,Nam Yun-Sung,,192,75,L,L,2017,2018,,12919,,,,12919,Asian,4,,,,,,,,,,
12920,52920,,,1998,7,2,South Korea,,Seongnam,,,,,,,Won-jun,Lee,,Won-Jun Lee,,190,74,R,R,2017,2023,,12920,,,,12920,Asian,4,,,,,,,,,,
12923,52923,,,1998,4,15,South Korea,,Cheonan,,,,,,,Tae-wook,Kim,,Tae-Wook Kim,,187,73,L,L,2017,2023,,12923,,,,12923,Asian,4,,,,,,,,,,
12926,52926,,,1992,4,16,South Korea,,Seoul,,,,,,,Jin-young,Kim,,Jin-Young Kim,,180,70,R,R,2017,2021,,12926,,,,12926,Asian,4,,,,,,,,,,
12927,52927,,,1994,4,21,South Korea,,Seoul,,,,,,,Dong-ho,Kang,,Dong-Ho Kang,,189,74,R,R,2017,2021,Wonkwang University,12927,,,,12927,Asian,4,,,,,,,,,,
12932,52932,,,1998,9,26,South Korea,,Gangneung,,,,,,,Si-hyun,Kim,,Si-Hyun Kim,,181,71,R,R,2017,2024,,12932,,,,12932,Asian,4,,,,,,,,,,
12938,52938,,,1997,5,29,South Korea,,Daegu,,,,,,,Jong-hyeok,Lee,,Jong-Hyeok Lee,,190,74,R,R,2017,2024,,12938,,,,12938,Asian,4,,,,,,,,,,
12946,52946,,,1985,1,16,South Korea,,,,,,,,,Jeff,Manship,,Jeff Manship,,187,73,R,R,2017,2017,,12946,,,,12946,Asian,4,,,,,,,,,,
12948,52948,,,1987,9,1,South Korea,,,,,,,,,Sean daniel,O'Sullivan,,Sean Daniel O'Sullivan,,186,73,R,R,2017,2017,,12948,,,,12948,Asian,4,,,,,,,,,,
12951,52951,,,1986,7,30,Canada,,,,,,,,,Scott,Diamond,,Scott Michael Diamond,,191,75,L,L,2017,2017,,12951,,,,12951,Asian,4,,,,,,,,,,
12954,52954,,,1983,11,28,Dominican Republic,,,,,,,,,Carlos,Villanueva,,Carlos Villanueva,,188,74,R,R,2017,2017,,12954,,,,12954,Asian,4,,,,,,,,,,
12957,52957,,,1989,9,9,South Korea,,,,,,,,,Anthony,Ranaudo,,Anthony Ranaudo,,204,80,R,R,2017,2017,,12957,,,,12957,Asian,4,,,,,,,,,,
12958,52958,,,1989,7,29,South Korea,,,,,,,,,Zachary bernard,Petrick,,Zachary Bernard Petrick,,192,75,R,R,2017,2017,,12958,,,,12958,Asian,4,,,,,,,,,,
12974,52974,,,1996,9,16,South Korea,,Gwangju,,,,,,,Hong-bin,Kim,,Hong-Bin Kim,,182,71,R,R,2016,2017,,12974,,,,12974,Asian,1,,,,,,,,,,
12990,52990,,,1987,12,16,South Korea,,,,,,,,,Nick,Additon,,Nick Additon,,198,77,R,L,2017,2017,,12990,,,,12990,Asian,4,,,,,,,,,,
12993,52993,,,1990,5,16,South Korea,,Cheongju,,,,,,,Kun-chong,Cho,,Kun-Chong Cho,,186,73,R,R,2013,2020,Wonkwang University,12993,,,,12993,Asian,1,,,,,,,,,,
13008,53008,,,1996,5,6,South Korea,,Changwon,,,,,,,Jae-in,Ryu,,Jae-In Ryu,,184,72,L,R,2017,2019,,13008,,,,13008,Asian,1,,,,,,,,,,
13061,53061,,,1999,5,28,South Korea,,Seoul,,,,,,,Been,Gwak,,Been Gwak,,187,73,R,R,2018,2024,,13061,,,,13061,Asian,4,,,,,,,,,,
13063,53063,,,1989,11,28,Dominican Republic,,,,,,,,,Angel,Sanchez,,Angel Luis Sanchez,,185,72,R,R,2018,2021,,13063,,,,13063,Asian,4,,,,,,,,,,
13064,53064,,,1987,11,13,South Korea,,,,,,,,,Timothy max,Adleman,,Timothy Max Adleman,,196,77,R,R,2018,2018,,13064,,,,13064,Asian,4,,,,,,,,,,
13065,53065,,,1990,10,27,South Korea,,,,,,,,,Jason,Wheeler,,Jason Wheeler,,198,77,L,L,2018,2019,,13065,,,,13065,Asian,4,,,,,,,,,,
13067,53067,,,1987,10,23,Venezuela,,,,,,,,,Felix,Doubront,,Felix Antonio Doubront,,188,74,L,L,2018,2020,,13067,,,,13067,Asian,4,,,,,,,,,,
13074,53074,,,1998,12,9,South Korea,,Pohang,,,,,,,Chang-hyun,Bae,,Chang-Hyun Bae,,183,72,L,L,2018,2024,,13074,,,,13074,Asian,4,,,,,,,,,,
13084,53084,,,1999,1,17,South Korea,,Seoul,,,,,,,Jae-kyun,Kim,,Jae-Kyun Kim,,176,69,L,L,2018,2023,,13084,,,,13084,Asian,4,,,,,,,,,,
13089,53089,,,1995,12,20,South Korea,,Seoul,,,,,,,Seung-heon,Lee,,Seung-Heon Lee,,180,70,L,L,2018,2021,Korea University,13089,,,,13089,Asian,4,,,,,,,,,,
13103,53103,,,1999,5,18,South Korea,,Seoul,,,,,,,Dong-hyun,Sung,,Dong-Hyun Sung,,189,74,R,R,2018,2024,,13103,,,,13103,Asian,4,,,,,,,,,,
13119,53119,,,1998,12,7,South Korea,,Incheon,,,,,,,Seung-beom,Kim,,Seung-Beom Kim,,183,72,R,R,2018,2021,,13119,,,,13119,Asian,4,,,,,,,,,,
13125,53125,,,1999,3,22,South Korea,,Cheongju,,,,,,,Seong-hun,Cho,,Seong-Hun Cho,,188,74,R,R,2018,2024,,13125,,,,13125,Asian,4,,,,,,,,,,
13135,53135,,,1999,12,1,South Korea,,Seongnam,,,,,,,Seung-gwan,Lee,,Seung-Gwan Lee,,182,71,L,L,2018,2023,,13135,,,,13135,Asian,4,,,,,,,,,,
13136,53136,,,1999,8,20,South Korea,,Gwangju,,,,,,,Sung-woong,Park,,Sung-Woong Park,,178,70,L,L,2018,2021,,13136,,,,13136,Asian,4,,,,,,,,,,
13146,53146,,,1998,12,19,South Korea,,Seoul,,,,,,,Seung-heon,Lee,,Seung-Heon Lee,,196,77,R,R,2018,2022,,13146,,,,13146,Asian,4,,,,,,,,,,
13148,53148,,,1998,7,11,South Korea,,Ansan,,,,,,,Do-gyu,Kim,,Do-Gyu Kim,,192,75,R,R,2018,2024,,13148,,,,13148,Asian,4,,,,,,,,,,
13149,53149,,,1995,10,1,South Korea,,Seongnam,,,,,,,Dong-woo,Kim,,Dong-Woo Kim,,183,72,R,R,2018,2023,Yonsei University,13149,,,,13149,Asian,4,,,,,,,,,,
13152,53152,,,1999,3,26,South Korea,,Suwon,,,,,,,Ha-neul,Choi,,Ha-Neul Choi,,190,74,R,R,2018,2024,,13152,,,,13152,Asian,1,,,,,,,,,,
13159,53159,,,1999,7,27,South Korea,,Gwangju,,,,,,,Yong-ha,Kim,,Yong-Ha Kim,,185,72,R,R,2018,2023,,13159,,,,13159,Asian,1,,,,,,,,,,
13169,53169,,,1999,4,10,South Korea,,Seoul,,,,,,,Yi-jun,Choi,,Yi-Jun Choi,,182,71,R,R,2018,2024,,13169,,,,13169,Asian,4,,,,,,,,,,
13173,53173,,,1996,1,30,South Korea,,Seoul,,,,,,,Byung-ryul,Shin,,Byung-Ryul Shin,,175,68,R,R,2018,2024,Dankook University,13173,,,,13173,Asian,1,,,,,,,,,,
13175,53175,,,1999,8,3,South Korea,,Seoul,,,,,,,Ju-hyeon,Park,,Ju-Hyeon Park,,184,72,L,L,2018,2024,,13175,,,,13175,Asian,4,,,,,,,,,,
13178,53178,,,1990,6,18,Dominican Republic,,,,,,,,,Lisalverto,Bonilla,,Lisalverto Bonilla,,186,73,R,R,2018,2018,,13178,,,,13178,Asian,4,,,,,,,,,,
13190,53190,,,1996,6,26,South Korea,,Suwon,,,,,,,Min-ho,Bong,,Min-Ho Bong,,184,72,L,L,2018,2021,,13190,,,,13190,Asian,4,,,,,,,,,,
13287,53287,,,1987,9,27,South Korea,,,,,,,,,David e.,Hale,,David E. Hale,,,,R,R,2018,2018,,13287,,,,13287,Asian,4,,,,,,,,,,
13924,53924,,,1990,1,21,South Korea,,,,,,,,,Joseph andrew,Wieland,,Joseph Andrew Wieland,,188,74,R,R,2019,2019,,13924,,,,13924,Asian,4,,,,,,,,,,
13928,53928,,,1994,1,31,South Korea,,,,,,,,,Jake,Thompson,,Jake Thompson,,193,75,R,R,2019,2019,,13928,,,,13928,Asian,4,,,,,,,,,,
